file_name,package_name,app_name,version_name,activity_name,page_fingerprint,segment_index,depth,device_model,screen_resolution,android_version,capture_time
tv_danmaku_bili__MainActivityV2_tv.danma_s0_1785065634858.png,tv.danmaku.bili,tv.danmaku.bili,9.4.0,tv.danmaku.bili/.MainActivityV2,tv.danmaku.bili/.MainActivityV2|0000100100000000008000000000000001000100000000000100010001000000,0,0,ALN-AL00,1440x2560,12,2026-07-26T19:33:55.724759
tv_danmaku_bili_com_bilibili_search2_main_BiliMainSearchActi_tv.danma_s0_1785065640780.png,tv.danmaku.bili,tv.danmaku.bili,9.4.0,tv.danmaku.bili/com.bilibili.search2.main.BiliMainSearchActivity,tv.danmaku.bili/com.bilibili.search2.main.BiliMainSearchActivity|0000000000800080000010400002000000000000000000000000000000000000,0,0,ALN-AL00,1440x2560,12,2026-07-26T19:34:01.055723
tv_danmaku_bili__ui_webview_MWebActivity_tv.danma_s0_1785065653471.png,tv.danmaku.bili,tv.danmaku.bili,9.4.0,tv.danmaku.bili/.ui.webview.MWebActivity,tv.danmaku.bili/.ui.webview.MWebActivity|0000000000000000000000000001000000010001000000010000000100010000,0,0,ALN-AL00,1440x2560,12,2026-07-26T19:34:13.876873
tv_danmaku_bili_com_bilibili_biligame_ui_GameCenterHomeActiv_tv.danma_s0_1785065713519.png,tv.danmaku.bili,tv.danmaku.bili,9.4.0,tv.danmaku.bili/com.bilibili.biligame.ui.GameCenterHomeActivity,tv.danmaku.bili/com.bilibili.biligame.ui.GameCenterHomeActivity|0000008000000000000000000000000000020000000000140000000000000000,0,0,ALN-AL00,1440x2560,12,2026-07-26T19:35:14.376571
tv_danmaku_bili_com_bilibili_biligame_ui_gamelist_GameBookCe_tv.danma_s0_1785065718735.png,tv.danmaku.bili,tv.danmaku.bili,9.4.0,tv.danmaku.bili/com.bilibili.biligame.ui.gamelist.GameBookCenterActivityV2,tv.danmaku.bili/com.bilibili.biligame.ui.gamelist.GameBookCenterActivityV2|0000000040020000000040020000000040020000000040004000000040024000,0,0,ALN-AL00,1440x2560,12,2026-07-26T19:35:19.115399
