schema_version,image_id,file_name,platform,package_name,app_name,version_name,source_url,activity_name,page_fingerprint,segment_index,depth,language,category,design_style,source_batch,image_sha256,image_phash,image_width,image_height,device_model,screen_resolution,android_version,capture_time
2,0b950a5374b4512aa40773dbdedb898533c5751521438f814868e292e4c0c750,tv_danmaku_bili_com_bilibili_app_authorspace_local_LocalAuth_000000001000_s0_1785066145033.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/com.bilibili.app.authorspace.local.LocalAuthorSpaceActivity,tv.danmaku.bili/com.bilibili.app.authorspace.local.LocalAuthorSpaceActivity|0000000010001000000040800000000000000000000000000000000000000000,0,0,,,,,0b950a5374b4512aa40773dbdedb898533c5751521438f814868e292e4c0c750,87f8f00f07f8d0f0,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:42:25.393404
2,5f2bdecd99187f041d35991ab7e6cbaed1937a64c30557f54988aaa2b795d896,tv_danmaku_bili__MainActivityV2_000010010000_s0_1785066146903.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/.MainActivityV2,tv.danmaku.bili/.MainActivityV2|0000100100000000000000000000010001000100010000000100010000000000,0,1,,,,,5f2bdecd99187f041d35991ab7e6cbaed1937a64c30557f54988aaa2b795d896,9e079ce2e35dc514,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:42:27.711852
2,9ba3e65ccb8812fc0098076085205af192efb1682fb59bb60fdedab549449212,tv_danmaku_bili__MainActivityV2_000010010000_s0_1785066161552.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/.MainActivityV2,tv.danmaku.bili/.MainActivityV2|0000100100000000008000000000000001000100000001000100010001000000,0,0,,,,,9ba3e65ccb8812fc0098076085205af192efb1682fb59bb60fdedab549449212,8f8aeeb039d49551,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:42:42.409614
2,0485db512aa66849ca54ab72f34d1b6bdba113a1f10cb8dd2e0028eafcfbec83,tv_danmaku_bili_com_bilibili_search2_main_BiliMainSearchActi_000000000080_s0_1785066164424.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/com.bilibili.search2.main.BiliMainSearchActivity,tv.danmaku.bili/com.bilibili.search2.main.BiliMainSearchActivity|0000000000800080000010000002000000000000000000000000000000000000,0,1,,,,,0485db512aa66849ca54ab72f34d1b6bdba113a1f10cb8dd2e0028eafcfbec83,860fcdc707d2d313,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:42:44.636525
2,1e7037c1a68372fb14084b6a727dec59eb17f1d32e3c16747e3d7d2d531a9071,tv_danmaku_bili__MainActivityV2_000010010000_s0_1785066172655.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/.MainActivityV2,tv.danmaku.bili/.MainActivityV2|0000100100000000008000000000000001000100000001000100010001000000,0,1,,,,,1e7037c1a68372fb14084b6a727dec59eb17f1d32e3c16747e3d7d2d531a9071,ab89ceb41cf69461,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:42:53.529143
2,a13df0cddcac6eea840bf3dd87cc26161574d28816400a98902d594b4531f4c4,tv_danmaku_bili_com_bilibili_video_story_StoryVideoActivity_000002000200_s0_1785066177457.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/com.bilibili.video.story.StoryVideoActivity,tv.danmaku.bili/com.bilibili.video.story.StoryVideoActivity|000002000200020002000200020002000200020002010201020102000a000000,0,1,,,,,a13df0cddcac6eea840bf3dd87cc26161574d28816400a98902d594b4531f4c4,ca953522d5ca9e71,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:42:57.804658
2,e63b19437e9323a75cf6baadb56df2cb2bf6c188993933f27217d7e6ad158479,tv_danmaku_bili_com_bilibili_video_story_StoryVideoActivity_000002000200_s0_1785066181137.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/com.bilibili.video.story.StoryVideoActivity,tv.danmaku.bili/com.bilibili.video.story.StoryVideoActivity|0000020002000200020002000200020002000200020102010201020002000000,0,1,,,,,e63b19437e9323a75cf6baadb56df2cb2bf6c188993933f27217d7e6ad158479,eadd6222f7aac061,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:43:01.637093
2,7c33f426a2d0f1bdd77fe63f597441d3502e31f391570c91c808dfb2460e2e50,tv_danmaku_bili_com_bilibili_studio_centerplus_ui_CenterPlus_000000000000_s0_1785066184370.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/com.bilibili.studio.centerplus.ui.CenterPlusMainActivity,tv.danmaku.bili/com.bilibili.studio.centerplus.ui.CenterPlusMainActivity|0000000000000000000000000000000002000000000000000000000000000000,0,1,,,,,7c33f426a2d0f1bdd77fe63f597441d3502e31f391570c91c808dfb2460e2e50,cdb932cc893366cc,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:43:04.588646
2,b19001e591de9ad36b7ef669a80a3d0ef3f6455e0aff89be086e4daedc7d1cf2,tv_danmaku_bili_kntr_common_compose_launcher_VertexActivity_000000000000_s0_1785066191935.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/kntr.common.compose.launcher.VertexActivity,tv.danmaku.bili/kntr.common.compose.launcher.VertexActivity|0000000000000000000000000000000000000000000000000000000000000000,0,1,,,,,b19001e591de9ad36b7ef669a80a3d0ef3f6455e0aff89be086e4daedc7d1cf2,8f0f07f0f0f06707,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:43:12.190619
2,d4e90ae5b66879763fe04a30e34f2f3ea30ab526235e8b079f20cf877a516ebb,tv_danmaku_bili_kntr_common_compose_launcher_VertexActivity_000000000000_s0_1785066200925.png,app,tv.danmaku.bili,tv.danmaku.bili,9.4.0,,tv.danmaku.bili/kntr.common.compose.launcher.VertexActivity,tv.danmaku.bili/kntr.common.compose.launcher.VertexActivity|0000000000000100000000000100000000000000080008000800080000000800,0,1,,,,,d4e90ae5b66879763fe04a30e34f2f3ea30ab526235e8b079f20cf877a516ebb,a1f413cb965989dc,1440,2354,ALN-AL00,1440x2560,12,2026-07-26T19:43:21.621041
